indices,value,var,var_percentage,high,low,date
BET-XT-TR EUR,1888.1,17.0,0.91,0.0,0.0,2023-02-11
BET-NG EUR,654.46,5.36,0.83,0.0,0.0,2023-02-11
BET-BK EUR,2057.34,19.13,0.94,0.0,0.0,2023-02-11
BET-TRN EUR,22121.98,190.59,0.87,0.0,0.0,2023-02-11
BET-XT-TRN EUR,1879.11,16.92,0.91,0.0,0.0,2023-02-11
BET LEI,12364.21,-22.13,-0.18,12440.31,12349.07,2023-02-12
BET-TR LEI,24048.81,-43.04,-0.18,24196.83,24019.36,2023-02-12
BETPlus LEI,1848.17,-2.72,-0.15,1858.0,1845.6,2023-02-12
BET-FI LEI,50317.5,-259.72,-0.51,50667.86,50139.14,2023-02-12
ROTX LEI,27417.83,-44.98,-0.16,27574.04,27384.56,2023-02-12
BET-XT LEI,1075.49,-2.8,-0.26,1082.0,1074.2,2023-02-12
BET-XT-TR LEI,2078.99,-5.42,-0.26,2091.59,2076.5,2023-02-12
BET-NG LEI,926.16,0.22,0.02,930.27,924.57,2023-02-12
BET-BK LEI,2363.32,-6.6,-0.28,2378.53,2361.41,2023-02-12
BET-TRN LEI,23928.74,-42.82,-0.18,24076.01,23899.43,2023-02-12
BET-XT-TRN LEI,2069.27,-5.4,-0.26,2081.81,2066.8,2023-02-12
BET USD,2024.41,-5.71,-0.28,0.0,0.0,2023-02-12
BET-TR USD,18013.2,-50.79,-0.28,0.0,0.0,2023-02-12
BETPlus USD,1298.16,-3.25,-0.25,0.0,0.0,2023-02-12
BET-FI USD,27180.16,-168.38,-0.62,0.0,0.0,2023-02-12
BET-XT USD,603.3,-2.19,-0.36,0.0,0.0,2023-02-12
BET-XT-TR USD,1518.83,-5.53,-0.36,0.0,0.0,2023-02-12
BET-NG USD,519.55,-0.41,-0.08,0.0,0.0,2023-02-12
BET-BK USD,1482.22,-5.67,-0.38,0.0,0.0,2023-02-12
BET-TRN USD,17923.27,-50.53,-0.28,0.0,0.0,2023-02-12
BET-XT-TRN USD,1511.77,-5.5,-0.36,0.0,0.0,2023-02-12
BET EUR,8784.05,-18.24,-0.21,0.0,0.0,2023-02-12
BET-TR EUR,22076.15,-45.83,-0.21,0.0,0.0,2023-02-12
BETPlus EUR,1657.46,-2.91,-0.18,0.0,0.0,2023-02-12
BET-FI EUR,22264.99,-121.32,-0.54,0.0,0.0,2023-02-12
BET-XT EUR,759.06,-2.19,-0.29,0.0,0.0,2023-02-12
BET-XT-TR EUR,1882.65,-5.45,-0.29,0.0,0.0,2023-02-12
BET-NG EUR,654.43,-0.03,-0.0,0.0,0.0,2023-02-12
BET-BK EUR,2051.02,-6.32,-0.31,0.0,0.0,2023-02-12
BET-TRN EUR,22076.15,-45.83,-0.21,0.0,0.0,2023-02-12
BET-XT-TRN EUR,1873.68,-5.43,-0.29,0.0,0.0,2023-02-12
BET LEI,12317.06,-47.15,-0.38,12393.83,12312.88,2023-02-13
BET-TR LEI,23957.1,-91.71,-0.38,24106.42,23948.97,2023-02-13
BETPlus LEI,1841.6,-6.57,-0.36,1852.3,1840.93,2023-02-13
BET-FI LEI,50235.5,-82.0,-0.16,50496.31,50048.47,2023-02-13
ROTX LEI,27261.18,-156.65,-0.57,27484.61,27246.0,2023-02-13
BET-XT LEI,1071.47,-4.02,-0.37,1077.89,1071.01,2023-02-13
BET-XT-TR LEI,2071.22,-7.77,-0.37,2083.63,2070.33,2023-02-13
BET-NG LEI,921.37,-4.79,-0.52,926.73,919.18,2023-02-13
BET-BK LEI,2359.82,-3.5,-0.15,2368.15,2356.3,2023-02-13
BET-TRN LEI,23837.49,-91.25,-0.38,23986.06,23829.4,2023-02-13
BET-XT-TRN LEI,2061.54,-7.73,-0.37,2073.89,2060.65,2023-02-13
BET USD,2002.82,-21.59,-1.07,0.0,0.0,2023-02-13
BET-TR USD,17821.05,-192.15,-1.07,0.0,0.0,2023-02-13
BETPlus USD,1284.65,-13.51,-1.04,0.0,0.0,2023-02-13
BET-FI USD,26949.17,-230.99,-0.85,0.0,0.0,2023-02-13
BET-XT USD,596.91,-6.39,-1.06,0.0,0.0,2023-02-13
BET-XT-TR USD,1502.74,-16.09,-1.06,0.0,0.0,2023-02-13
BET-NG USD,513.31,-6.24,-1.2,0.0,0.0,2023-02-13
BET-BK USD,1469.84,-12.38,-0.84,0.0,0.0,2023-02-13
BET-TRN USD,17732.08,-191.19,-1.07,0.0,0.0,2023-02-13
BET-XT-TRN USD,1495.76,-16.01,-1.06,0.0,0.0,2023-02-13
BET EUR,8744.66,-39.39,-0.45,0.0,0.0,2023-02-13
BET-TR EUR,21977.16,-98.99,-0.45,0.0,0.0,2023-02-13
BETPlus EUR,1650.46,-7.0,-0.42,0.0,0.0,2023-02-13
BET-FI EUR,22213.75,-51.24,-0.23,0.0,0.0,2023-02-13
BET-XT EUR,755.71,-3.35,-0.44,0.0,0.0,2023-02-13
BET-XT-TR EUR,1874.35,-8.3,-0.44,0.0,0.0,2023-02-13
BET-NG EUR,650.61,-3.82,-0.58,0.0,0.0,2023-02-13
BET-BK EUR,2046.6,-4.42,-0.22,0.0,0.0,2023-02-13
BET-TRN EUR,21977.16,-98.99,-0.45,0.0,0.0,2023-02-13
BET-XT-TRN EUR,1865.42,-8.26,-0.44,0.0,0.0,2023-02-13
BET LEI,12354.51,37.45,0.3,12378.6,12317.06,2023-02-14
BET-TR LEI,24029.95,72.85,0.3,24076.8,23957.1,2023-02-14
BETPlus LEI,1847.23,5.63,0.31,1850.46,1841.6,2023-02-14
BET-FI LEI,50147.71,-87.79,-0.17,50380.68,50004.94,2023-02-14
ROTX LEI,27319.28,58.1,0.21,27390.11,27248.41,2023-02-14
BET-XT LEI,1074.25,2.78,0.26,1076.7,1071.37,2023-02-14
BET-XT-TR LEI,2076.59,5.37,0.26,2081.33,2071.02,2023-02-14
BET-NG LEI,925.47,4.1,0.44,927.78,921.16,2023-02-14
BET-BK LEI,2364.71,4.89,0.21,2369.77,2359.43,2023-02-14
BET-TRN LEI,23909.97,72.48,0.3,23956.6,23837.49,2023-02-14
BET-XT-TRN LEI,2066.88,5.34,0.26,2071.6,2061.34,2023-02-14
BET USD,2010.17,7.35,0.37,0.0,0.0,2023-02-14
BET-TR USD,17886.5,65.45,0.37,0.0,0.0,2023-02-14
BETPlus USD,1289.39,4.74,0.37,0.0,0.0,2023-02-14
BET-FI USD,26919.02,-30.15,-0.11,0.0,0.0,2023-02-14
BET-XT USD,598.84,1.93,0.32,0.0,0.0,2023-02-14
BET-XT-TR USD,1507.59,4.85,0.32,0.0,0.0,2023-02-14
BET-NG USD,515.92,2.61,0.51,0.0,0.0,2023-02-14
BET-BK USD,1473.81,3.97,0.27,0.0,0.0,2023-02-14
BET-TRN USD,17797.2,65.12,0.37,0.0,0.0,2023-02-14
BET-XT-TRN USD,1500.58,4.82,0.32,0.0,0.0,2023-02-14
BET EUR,8743.43,-1.23,-0.01,0.0,0.0,2023-02-14
BET-TR EUR,21974.09,-3.07,-0.01,0.0,0.0,2023-02-14
BETPlus EUR,1650.26,-0.2,-0.01,0.0,0.0,2023-02-14
BET-FI EUR,22104.61,-109.14,-0.49,0.0,0.0,2023-02-14
BET-XT EUR,755.27,-0.44,-0.06,0.0,0.0,2023-02-14
BET-XT-TR EUR,1873.25,-1.1,-0.06,0.0,0.0,2023-02-14
BET-NG EUR,651.43,0.82,0.13,0.0,0.0,2023-02-14
BET-BK EUR,2044.34,-2.26,-0.11,0.0,0.0,2023-02-14
BET-TRN EUR,21974.09,-3.07,-0.01,0.0,0.0,2023-02-14
BET-XT-TRN EUR,1864.32,-1.1,-0.06,0.0,0.0,2023-02-14
BET LEI,12346.62,-7.89,-0.06,12405.38,12333.35,2023-02-15
BET-TR LEI,24014.6,-15.35,-0.06,24128.89,23988.8,2023-02-15
BETPlus LEI,1846.38,-0.85,-0.05,1854.36,1844.38,2023-02-15
BET-FI LEI,50322.21,174.5,0.35,50485.92,49940.17,2023-02-15
ROTX LEI,27278.36,-40.92,-0.15,27421.71,27251.55,2023-02-15
BET-XT LEI,1073.6,-0.65,-0.06,1078.74,1072.11,2023-02-15
BET-XT-TR LEI,2075.33,-1.26,-0.06,2085.27,2072.46,2023-02-15
BET-NG LEI,921.97,-3.5,-0.38,928.2,921.97,2023-02-15
BET-BK LEI,2363.41,-1.3,-0.05,2377.15,2359.22,2023-02-15
BET-TRN LEI,23894.69,-15.28,-0.06,24008.41,23869.02,2023-02-15
BET-XT-TRN LEI,2065.63,-1.25,-0.06,2075.52,2062.77,2023-02-15
BET USD,2003.53,-6.64,-0.33,0.0,0.0,2023-02-15
BET-TR USD,17827.45,-59.05,-0.33,0.0,0.0,2023-02-15
BETPlus USD,1285.36,-4.03,-0.31,0.0,0.0,2023-02-15
BET-FI USD,26940.73,21.71,0.08,0.0,0.0,2023-02-15
BET-XT USD,596.88,-1.96,-0.33,0.0,0.0,2023-02-15
BET-XT-TR USD,1502.66,-4.93,-0.33,0.0,0.0,2023-02-15
BET-NG USD,512.6,-3.32,-0.64,0.0,0.0,2023-02-15
BET-BK USD,1469.08,-4.73,-0.32,0.0,0.0,2023-02-15
BET-TRN USD,17738.44,-58.76,-0.33,0.0,0.0,2023-02-15
BET-XT-TRN USD,1495.68,-4.9,-0.33,0.0,0.0,2023-02-15
BET EUR,8738.38,-5.05,-0.06,0.0,0.0,2023-02-15
BET-TR EUR,21961.39,-12.7,-0.06,0.0,0.0,2023-02-15
BETPlus EUR,1649.6,-0.66,-0.04,0.0,0.0,2023-02-15
BET-FI EUR,22182.88,78.27,0.35,0.0,0.0,2023-02-15
BET-XT EUR,754.86,-0.41,-0.05,0.0,0.0,2023-02-15
BET-XT-TR EUR,1872.23,-1.02,-0.05,0.0,0.0,2023-02-15
BET-NG EUR,649.01,-2.42,-0.37,0.0,0.0,2023-02-15
BET-BK EUR,2043.34,-1.0,-0.05,0.0,0.0,2023-02-15
BET-TRN EUR,21961.39,-12.7,-0.06,0.0,0.0,2023-02-15
BET-XT-TRN EUR,1863.31,-1.01,-0.05,0.0,0.0,2023-02-15
BET LEI,12283.63,-62.99,-0.51,12386.32,12260.4,2023-02-16
BET-TR LEI,23892.08,-122.52,-0.51,24091.83,23846.9,2023-02-16
BETPlus LEI,1836.77,-9.61,-0.52,1851.99,1833.17,2023-02-16
BET-FI LEI,49666.98,-655.23,-1.3,50339.32,49666.98,2023-02-16
ROTX LEI,27125.28,-153.08,-0.56,27372.18,27055.55,2023-02-16
BET-XT LEI,1066.82,-6.78,-0.63,1076.84,1066.39,2023-02-16
BET-XT-TR LEI,2062.22,-13.11,-0.63,2081.59,2061.39,2023-02-16
BET-NG LEI,918.44,-3.53,-0.38,925.84,916.93,2023-02-16
BET-BK LEI,2343.24,-20.17,-0.85,2369.39,2343.24,2023-02-16
BET-TRN LEI,23772.79,-121.9,-0.51,23971.53,23727.82,2023-02-16
BET-XT-TRN LEI,2052.58,-13.05,-0.63,2071.86,2051.76,2023-02-16
BET USD,1987.37,-16.16,-0.81,0.0,0.0,2023-02-16
BET-TR USD,17683.64,-143.81,-0.81,0.0,0.0,2023-02-16
BETPlus USD,1274.86,-10.5,-0.82,0.0,0.0,2023-02-16
BET-FI USD,26510.7,-430.03,-1.6,0.0,0.0,2023-02-16
BET-XT USD,591.34,-5.54,-0.93,0.0,0.0,2023-02-16
BET-XT-TR USD,1488.72,-13.94,-0.93,0.0,0.0,2023-02-16
BET-NG USD,509.12,-3.48,-0.68,0.0,0.0,2023-02-16
BET-BK USD,1452.2,-16.88,-1.15,0.0,0.0,2023-02-16
BET-TRN USD,17595.35,-143.09,-0.81,0.0,0.0,2023-02-16
BET-XT-TRN USD,1481.8,-13.88,-0.93,0.0,0.0,2023-02-16
BET EUR,8684.09,-54.29,-0.62,0.0,0.0,2023-02-16
BET-TR EUR,21824.94,-136.45,-0.62,0.0,0.0,2023-02-16
BETPlus EUR,1639.18,-10.42,-0.63,0.0,0.0,2023-02-16
BET-FI EUR,21869.59,-313.29,-1.41,0.0,0.0,2023-02-16
BET-XT EUR,749.26,-5.6,-0.74,0.0,0.0,2023-02-16
BET-XT-TR EUR,1858.33,-13.9,-0.74,0.0,0.0,2023-02-16
BET-NG EUR,645.8,-3.21,-0.49,0.0,0.0,2023-02-16
BET-BK EUR,2023.64,-19.7,-0.96,0.0,0.0,2023-02-16
BET-TRN EUR,21824.94,-136.45,-0.62,0.0,0.0,2023-02-16
BET-XT-TRN EUR,1849.47,-13.84,-0.74,0.0,0.0,2023-02-16
BET LEI,12335.78,52.15,0.42,12342.42,12283.63,2023-02-17
BET-TR LEI,23993.51,101.43,0.42,24006.42,23892.08,2023-02-17
BETPlus LEI,1844.12,7.35,0.4,1845.68,1836.77,2023-02-17
BET-FI LEI,50535.71,868.73,1.75,50538.65,49666.98,2023-02-17
ROTX LEI,27235.97,110.69,0.41,27263.27,27126.87,2023-02-17
BET-XT LEI,1072.93,6.11,0.57,1073.18,1066.82,2023-02-17
BET-XT-TR LEI,2074.03,11.81,0.57,2074.52,2062.22,2023-02-17
BET-NG LEI,925.24,6.8,0.74,925.89,918.44,2023-02-17
BET-BK LEI,2355.09,11.85,0.51,2355.35,2343.24,2023-02-17
BET-TRN LEI,23873.72,100.93,0.42,23886.56,23772.79,2023-02-17
BET-XT-TRN LEI,2064.34,11.76,0.57,2064.82,2052.58,2023-02-17
BET USD,1994.6,7.23,0.36,0.0,0.0,2023-02-17
BET-TR USD,17747.98,64.34,0.36,0.0,0.0,2023-02-17
BETPlus USD,1279.19,4.33,0.34,0.0,0.0,2023-02-17
BET-FI USD,26958.1,447.4,1.69,0.0,0.0,2023-02-17
BET-XT USD,594.37,3.03,0.51,0.0,0.0,2023-02-17
BET-XT-TR USD,1496.34,7.62,0.51,0.0,0.0,2023-02-17
BET-NG USD,512.58,3.46,0.68,0.0,0.0,2023-02-17
BET-BK USD,1458.66,6.46,0.44,0.0,0.0,2023-02-17
BET-TRN USD,17659.38,64.03,0.36,0.0,0.0,2023-02-17
BET-XT-TRN USD,1489.39,7.59,0.51,0.0,0.0,2023-02-17
BET EUR,8744.57,60.48,0.7,0.0,0.0,2023-02-17
BET-TR EUR,21976.95,152.01,0.7,0.0,0.0,2023-02-17
BETPlus EUR,1650.2,11.02,0.67,0.0,0.0,2023-02-17
BET-FI EUR,22312.37,442.78,2.02,0.0,0.0,2023-02-17
BET-XT EUR,755.59,6.33,0.84,0.0,0.0,2023-02-17
BET-XT-TR EUR,1874.03,15.7,0.84,0.0,0.0,2023-02-17
BET-NG EUR,652.34,6.54,1.01,0.0,0.0,2023-02-17
BET-BK EUR,2039.38,15.74,0.78,0.0,0.0,2023-02-17
BET-TRN EUR,21976.95,152.01,0.7,0.0,0.0,2023-02-17
BET-XT-TRN EUR,1865.1,15.63,0.85,0.0,0.0,2023-02-17
BET LEI,12323.74,-12.04,-0.1,12374.2,12317.12,2023-02-18
BET-TR LEI,23970.1,-23.41,-0.1,24068.25,23957.21,2023-02-18
BETPlus LEI,1843.1,-1.02,-0.06,1850.44,1842.05,2023-02-18
BET-FI LEI,50632.1,96.39,0.19,50790.61,50168.49,2023-02-18
ROTX LEI,27214.26,-21.71,-0.08,27308.53,27182.66,2023-02-18
BET-XT LEI,1072.43,-0.5,-0.05,1075.33,1071.63,2023-02-18
BET-XT-TR LEI,2073.07,-0.96,-0.05,2078.67,2071.51,2023-02-18
BET-NG LEI,929.68,4.44,0.48,930.35,924.36,2023-02-18
BET-BK LEI,2350.1,-4.99,-0.21,2360.49,2347.59,2023-02-18
BET-TRN LEI,23850.43,-23.29,-0.1,23948.08,23837.6,2023-02-18
BET-XT-TRN LEI,2063.38,-0.96,-0.05,2068.96,2061.83,2023-02-18
BET USD,1988.75,-5.85,-0.29,0.0,0.0,2023-02-18
BET-TR USD,17695.91,-52.07,-0.29,0.0,0.0,2023-02-18
BETPlus USD,1275.98,-3.21,-0.25,0.0,0.0,2023-02-18
BET-FI USD,26956.58,-1.52,-0.01,0.0,0.0,2023-02-18
BET-XT USD,592.93,-1.44,-0.24,0.0,0.0,2023-02-18
BET-XT-TR USD,1492.72,-3.62,-0.24,0.0,0.0,2023-02-18
BET-NG USD,514.03,1.45,0.28,0.0,0.0,2023-02-18
BET-BK USD,1452.72,-5.94,-0.41,0.0,0.0,2023-02-18
BET-TRN USD,17607.57,-51.81,-0.29,0.0,0.0,2023-02-18
BET-XT-TRN USD,1485.78,-3.61,-0.24,0.0,0.0,2023-02-18
BET EUR,8726.26,-18.31,-0.21,0.0,0.0,2023-02-18
BET-TR EUR,21930.95,-46.0,-0.21,0.0,0.0,2023-02-18
BETPlus EUR,1647.44,-2.76,-0.17,0.0,0.0,2023-02-18
BET-FI EUR,22329.92,17.55,0.08,0.0,0.0,2023-02-18
BET-XT EUR,754.39,-1.2,-0.16,0.0,0.0,2023-02-18
BET-XT-TR EUR,1871.07,-2.96,-0.16,0.0,0.0,2023-02-18
BET-NG EUR,654.74,2.4,0.37,0.0,0.0,2023-02-18
BET-BK EUR,2032.78,-6.6,-0.32,0.0,0.0,2023-02-18
BET-TRN EUR,21930.95,-46.0,-0.21,0.0,0.0,2023-02-18
BET-XT-TRN EUR,1862.15,-2.95,-0.16,0.0,0.0,2023-02-18
BET LEI,12307.51,-16.23,-0.13,12383.29,12306.54,2023-02-19
BET-TR LEI,23938.53,-31.57,-0.13,24085.92,23936.65,2023-02-19
BETPlus LEI,1840.85,-2.25,-0.12,1851.46,1840.33,2023-02-19
BET-FI LEI,50459.15,-172.95,-0.34,50714.83,50054.42,2023-02-19
ROTX LEI,27120.07,-94.19,-0.35,27306.81,27120.07,2023-02-19
BET-XT LEI,1070.81,-1.62,-0.15,1076.85,1070.38,2023-02-19
BET-XT-TR LEI,2069.94,-3.13,-0.15,2081.61,2069.11,2023-02-19
BET-NG LEI,933.52,3.84,0.41,935.6,929.51,2023-02-19
BET-BK LEI,2353.05,2.95,0.13,2359.56,2346.15,2023-02-19
BET-TRN LEI,23819.02,-31.41,-0.13,23965.68,23817.15,2023-02-19
BET-XT-TRN LEI,2060.27,-3.11,-0.15,2071.88,2059.44,2023-02-19
BET USD,1980.46,-8.29,-0.42,0.0,0.0,2023-02-19
BET-TR USD,17622.12,-73.79,-0.42,0.0,0.0,2023-02-19
BETPlus USD,1270.78,-5.2,-0.41,0.0,0.0,2023-02-19
BET-FI USD,26787.76,-168.82,-0.63,0.0,0.0,2023-02-19
BET-XT USD,590.34,-2.59,-0.44,0.0,0.0,2023-02-19
BET-XT-TR USD,1486.21,-6.51,-0.44,0.0,0.0,2023-02-19
BET-NG USD,514.68,0.65,0.13,0.0,0.0,2023-02-19
BET-BK USD,1450.39,-2.33,-0.16,0.0,0.0,2023-02-19
BET-TRN USD,17534.15,-73.42,-0.42,0.0,0.0,2023-02-19
BET-XT-TRN USD,1479.3,-6.48,-0.44,0.0,0.0,2023-02-19
BET EUR,8712.11,-14.15,-0.16,0.0,0.0,2023-02-19
BET-TR EUR,21895.39,-35.56,-0.16,0.0,0.0,2023-02-19
BETPlus EUR,1644.93,-2.51,-0.15,0.0,0.0,2023-02-19
BET-FI EUR,22246.86,-83.06,-0.37,0.0,0.0,2023-02-19
BET-XT EUR,753.02,-1.37,-0.18,0.0,0.0,2023-02-19
BET-XT-TR EUR,1867.68,-3.39,-0.18,0.0,0.0,2023-02-19
BET-NG EUR,657.24,2.5,0.38,0.0,0.0,2023-02-19
BET-BK EUR,2034.71,1.93,0.09,0.0,0.0,2023-02-19
BET-TRN EUR,21895.39,-35.56,-0.16,0.0,0.0,2023-02-19
BET-XT-TRN EUR,1858.78,-3.37,-0.18,0.0,0.0,2023-02-19
BET LEI,12310.44,2.93,0.02,12339.82,12283.15,2023-02-20
BET-TR LEI,23944.22,5.69,0.02,24001.38,23891.14,2023-02-20
BETPlus LEI,1841.08,0.23,0.01,1844.77,1837.09,2023-02-20
BET-FI LEI,50946.29,487.14,0.97,51086.74,50253.56,2023-02-20
ROTX LEI,27145.23,25.16,0.09,27189.96,27062.49,2023-02-20
BET-XT LEI,1072.91,2.1,0.2,1074.32,1069.27,2023-02-20
BET-XT-TR LEI,2074.01,4.07,0.2,2076.72,2066.96,2023-02-20
BET-NG LEI,932.48,-1.04,-0.11,936.37,931.77,2023-02-20
BET-BK LEI,2365.96,12.91,0.55,2372.12,2350.67,2023-02-20
BET-TRN LEI,23824.68,5.66,0.02,23881.56,23771.87,2023-02-20
BET-XT-TRN LEI,2064.32,4.05,0.2,2067.01,2057.3,2023-02-20
BET USD,1988.75,8.29,0.42,0.0,0.0,2023-02-20
BET-TR USD,17695.86,73.74,0.42,0.0,0.0,2023-02-20
BETPlus USD,1275.95,5.17,0.41,0.0,0.0,2023-02-20
BET-FI USD,27153.1,365.34,1.36,0.0,0.0,2023-02-20
BET-XT USD,593.83,3.49,0.59,0.0,0.0,2023-02-20
BET-XT-TR USD,1495.01,8.8,0.59,0.0,0.0,2023-02-20
BET-NG USD,516.14,1.46,0.28,0.0,0.0,2023-02-20
BET-BK USD,1464.1,13.71,0.95,0.0,0.0,2023-02-20
BET-TRN USD,17607.52,73.37,0.42,0.0,0.0,2023-02-20
BET-XT-TRN USD,1488.06,8.76,0.59,0.0,0.0,2023-02-20
BET EUR,8711.53,-0.58,-0.01,0.0,0.0,2023-02-20
BET-TR EUR,21893.92,-1.47,-0.01,0.0,0.0,2023-02-20
BETPlus EUR,1644.63,-0.3,-0.02,0.0,0.0,2023-02-20
BET-FI EUR,22454.79,207.93,0.93,0.0,0.0,2023-02-20
BET-XT EUR,754.27,1.25,0.17,0.0,0.0,2023-02-20
BET-XT-TR EUR,1870.78,3.1,0.17,0.0,0.0,2023-02-20
BET-NG EUR,656.31,-0.93,-0.14,0.0,0.0,2023-02-20
BET-BK EUR,2045.25,10.54,0.52,0.0,0.0,2023-02-20
BET-TRN EUR,21893.92,-1.47,-0.01,0.0,0.0,2023-02-20
BET-XT-TRN EUR,1861.87,3.09,0.17,0.0,0.0,2023-02-20
BET LEI,12393.06,25.92,0.21,12424.53,12365.09,2023-02-21
BET-TR LEI,24104.93,50.42,0.21,24166.14,24050.51,2023-02-21
BETPlus LEI,1850.38,2.88,0.16,1855.6,1847.29,2023-02-21
BET-FI LEI,50875.55,276.2,0.55,51186.44,50489.04,2023-02-21
ROTX LEI,27393.68,113.83,0.42,27448.5,27268.86,2023-02-21
BET-XT LEI,1080.81,4.06,0.38,1083.51,1076.56,2023-02-21
BET-XT-TR LEI,2089.29,7.85,0.38,2094.51,2081.07,2023-02-21
BET-NG LEI,966.38,11.64,1.22,967.92,954.74,2023-02-21
BET-BK LEI,2379.47,7.31,0.31,2387.95,2372.16,2023-02-21
BET-TRN LEI,23984.6,50.17,0.21,24045.51,23930.45,2023-02-21
BET-XT-TRN LEI,2079.54,7.82,0.38,2084.73,2071.36,2023-02-21
BET USD,2003.26,4.66,0.23,0.0,0.0,2023-02-21
BET-TR USD,17825.0,41.5,0.23,0.0,0.0,2023-02-21
BETPlus USD,1283.14,2.3,0.18,0.0,0.0,2023-02-21
BET-FI USD,27131.2,153.7,0.57,0.0,0.0,2023-02-21
BET-XT USD,598.55,2.39,0.4,0.0,0.0,2023-02-21
BET-XT-TR USD,1506.91,6.02,0.4,0.0,0.0,2023-02-21
BET-NG USD,535.21,6.57,1.24,0.0,0.0,2023-02-21
BET-BK USD,1473.31,4.87,0.33,0.0,0.0,2023-02-21
BET-TRN USD,17736.03,41.3,0.23,0.0,0.0,2023-02-21
BET-XT-TRN USD,1499.9,5.99,0.4,0.0,0.0,2023-02-21
BET EUR,8767.69,19.23,0.22,0.0,0.0,2023-02-21
BET-TR EUR,22035.04,48.32,0.22,0.0,0.0,2023-02-21
BETPlus EUR,1652.5,2.74,0.17,0.0,0.0,2023-02-21
BET-FI EUR,22417.69,123.97,0.56,0.0,0.0,2023-02-21
BET-XT EUR,759.62,2.93,0.39,0.0,0.0,2023-02-21
BET-XT-TR EUR,1884.07,7.27,0.39,0.0,0.0,2023-02-21
BET-NG EUR,679.99,8.26,1.23,0.0,0.0,2023-02-21
BET-BK EUR,2056.39,6.53,0.32,0.0,0.0,2023-02-21
BET-TRN EUR,22035.04,48.32,0.22,0.0,0.0,2023-02-21
BET-XT-TRN EUR,1875.1,7.24,0.39,0.0,0.0,2023-02-21
BET LEI,12482.55,89.49,0.72,12484.34,12393.06,2023-02-22
BET-TR LEI,24278.99,174.06,0.72,24282.47,24104.93,2023-02-22
BETPlus LEI,1863.51,13.13,0.71,1863.93,1850.38,2023-02-22
BET-FI LEI,50926.19,50.64,0.1,51213.83,50694.53,2023-02-22
ROTX LEI,27622.69,229.01,0.84,27631.08,27393.68,2023-02-22
BET-XT LEI,1087.65,6.84,0.63,1087.89,1080.81,2023-02-22
BET-XT-TR LEI,2102.52,13.23,0.63,2102.98,2089.29,2023-02-22
BET-NG LEI,978.06,11.68,1.21,979.33,966.38,2023-02-22
BET-BK LEI,2390.5,11.03,0.46,2395.44,2379.47,2023-02-22
BET-TRN LEI,24157.79,173.19,0.72,24161.26,23984.6,2023-02-22
BET-XT-TRN LEI,2092.71,13.17,0.63,2093.17,2079.54,2023-02-22
BET USD,2019.99,16.73,0.84,0.0,0.0,2023-02-22
BET-TR USD,17973.88,148.88,0.84,0.0,0.0,2023-02-22
BETPlus USD,1293.7,10.56,0.82,0.0,0.0,2023-02-22
BET-FI USD,27188.71,57.51,0.21,0.0,0.0,2023-02-22
BET-XT USD,603.01,4.46,0.75,0.0,0.0,2023-02-22
BET-XT-TR USD,1518.16,11.25,0.75,0.0,0.0,2023-02-22
BET-NG USD,542.29,7.08,1.32,0.0,0.0,2023-02-22
BET-BK USD,1481.8,8.49,0.58,0.0,0.0,2023-02-22
BET-TRN USD,17884.16,148.13,0.84,0.0,0.0,2023-02-22
BET-XT-TRN USD,1511.09,11.19,0.75,0.0,0.0,2023-02-22
BET EUR,8831.72,64.03,0.73,0.0,0.0,2023-02-22
BET-TR EUR,22195.96,160.92,0.73,0.0,0.0,2023-02-22
BETPlus EUR,1664.36,11.86,0.72,0.0,0.0,2023-02-22
BET-FI EUR,22441.83,24.14,0.11,0.0,0.0,2023-02-22
BET-XT EUR,764.49,4.87,0.64,0.0,0.0,2023-02-22
BET-XT-TR EUR,1896.15,12.08,0.64,0.0,0.0,2023-02-22
BET-NG EUR,688.26,8.27,1.22,0.0,0.0,2023-02-22
BET-BK EUR,2066.09,9.7,0.47,0.0,0.0,2023-02-22
BET-TRN EUR,22195.96,160.92,0.73,0.0,0.0,2023-02-22
BET-XT-TRN EUR,1887.13,12.03,0.64,0.0,0.0,2023-02-22
BET LEI,12472.32,61.22,0.49,12513.67,12411.1,2023-02-23
BET-TR LEI,24259.09,119.07,0.49,24339.52,24140.02,2023-02-23
BETPlus LEI,1861.45,8.51,0.46,1867.72,1852.94,2023-02-23
BET-FI LEI,51077.07,356.72,0.7,51110.9,50373.97,2023-02-23
ROTX LEI,27634.62,176.61,0.64,27720.52,27463.18,2023-02-23
BET-XT LEI,1085.08,4.9,0.45,1088.45,1080.18,2023-02-23
BET-XT-TR LEI,2097.57,9.48,0.45,2104.07,2088.09,2023-02-23
BET-NG LEI,965.18,3.26,0.34,970.37,961.88,2023-02-23
BET-BK LEI,2367.78,1.18,0.05,2376.74,2364.48,2023-02-23
BET-TRN LEI,24137.99,118.48,0.49,24218.01,24019.51,2023-02-23
BET-XT-TRN LEI,2087.78,9.44,0.45,2094.25,2078.34,2023-02-23
BET USD,2008.53,14.32,0.72,0.0,0.0,2023-02-23
BET-TR USD,17871.91,127.39,0.72,0.0,0.0,2023-02-23
BETPlus USD,1285.99,8.73,0.68,0.0,0.0,2023-02-23
BET-FI USD,27136.8,249.63,0.93,0.0,0.0,2023-02-23
